单词,总次数
parcel,3
parking,3
participate,3
partly,3
passive,3
patent,3
pattern,3
pause,3
peaceful,3
pedestrian,3
pension,3
pepper,3
percentage,3
perfume,3
permanent,3
permit,3
personally,3
personnel,3
persuade,3
pest,3
petrol,3
phenomenon,3
photographer,3
physical,3
physician,3
pile,3
pin,3
pint,3
pleased,3
plot,3
plug,3
plus,3
poison,3
poisonous,3
pole,3
polish,3
political,3
politician,3
pollute,3
portable,3
porter,3
possess,3
possession,3
possibility,3
postpone,3
potential,3
power,3
powerful,3
practical,3
pray,3
prayer,3
precious,3
precise,3
pregnant,3
prejudice,3
premier,3
preparation,3
prescription,3
presentation,3
preserve,3
preview,3
primitive,3
principle,3
privilege,3
procedure,3
process,3
profession,3
profit,3
programme,3
prohibit,3
promote,3
publish,3
pulse,3
pump,3
punctual,3
punctuation,3
punishment,3
purchase,3
pure,3
puzzle,3
pyramid,3
quake,3
qualification,3
quantity,3
quarrel,3
questionnaire,3
quilt,3
quit,3
racial,3
radiation,3
radioactive,3
radium,3
rag,3
rainbow,3
rainfall,3
random,3
range,3
rare,3
rate,3
raw,3
razor,3
react,3
reasonable,3
rebuild,3
receipt,3
reception,3
receptionist,3
recommend,3
recover,3
recreation,3
rectangle,3
reduce,3
refer,3
referee,3
reference,3
reflect,3
reform,3
refresh,3
regardless,3
register,3
regulation,3
reject,3
relate,3
relay,3
relevant,3
reliable,3
relief,3
religion,3
religious,3
rely,3
remark,3
remind,3
remote,3
remove,3
replace,3
representative,3
republic,3
reputation,3
request,3
rescue,3
resemble,3
reservation,3
reserve,3
resign,3
resist,3
respect,3
respond,3
responsibility,3
restriction,3
revision,3
revolution,3
reward,3
rewind,3
rhyme,3
rid,3
ridiculous,3
rigid,3
ripe,3
ripen,3
roast,3
rob,3
roll,3
rooster,3
rot,3
rough,3
roundabout,3
routine,3
royal,3
rugby,3
ruin,3
sacred,3
sacrifice,3
salary,3
salute,3
satisfaction,3
saucer,3
scan,3
scar,3
scare,3
sceptical,3
schedule,3
scissors,3
scold,3
scream,3
sculpture,3
seagull,3
seaweed,3
section,3
secure,3
security,3
seize,3
select,3
selfish,3
semicircle,3
senior,3
sensitive,3
session,3
settle,3
severe,3
shabby,3
shade,3
shadow,3
sharp,3
sharpen,3
shaver,3
shelter,3
shortcoming,3
shortly,3
shot,3
shuttle,3
sideways,3
signature,3
significance,3
sincerely,3
skillful,3
skip,3
slight,3
slim,3
slip,3
smog,3
sneaker,3
sneeze,3
sniff,3
sob,3
socialism,3
socialist,3
socket,3
software,3
solar,3
sorrow,3
soul,3
sow,3
spade,3
spear,3
specialist,3
spin,3
spiritual,3
spit,3
splendid,3
split,3
sponsor,3
spoonful,3
spray,3
spy,3
squeeze,3
stable,3
stadium,3
stain,3
stainless,3
stare,3
starvation,3
starve,3
statistics,3
statue,3
status,3
steady,3
steep,3
steward,3
stewardess,3
stocking,3
storage,3
stout,3
straightforward,3
strait,3
strength,3
strengthen,3
strike,3
struggle,3
stubborn,3
subjective,3
submit,3
subscribe,3
substitute,3
suck,3
suffer,3
suffering,3
suite,3
summary,3
sunburnt,3
superb,3
superior,3
supreme,3
surgeon,3
surplus,3
surround,3
surrounding,3
survival,3
survive,3
suspect,3
suspension,3
swallow,3
swap,3
swear,3
swell,3
swift,3
switch,3
sword,3
sympathy,3
system,3
systematic,3
tablet,3
tailor,3
target,3
tasteless,3
tax,3
tease,3
technical,3
technique,3
telescope,3
temple,3
temporary,3
tend,3
tendency,3
tension,3
tentative,3
terminal,3
terrify,3
terror,3
theft,3
theoretical,3
theory,3
thermos,3
thinking,3
thirst,3
thorough,3
thriller,3
throughout,3
thunderstorm,3
thus,3
tick,3
tight,3
tin,3
tip,3
tiresome,3
tissue,3
tolerate,3
tortoise,3
tough,3
tournament,3
track,3
tradition,3
tram,3
transform,3
transparent,3
transport,3
trap,3
tremble,3
trend,3
trial,3
triangle,3
trick,3
troublesome,3
trunk,3
tube,3
tune,3
turning,3
twist,3
typhoon,3
typical,3
unbearable,3
uncertain,3
unconditional,3
unconscious,3
underline,3
undertake,3
underwear,3
unemployment,3
unfair,3
unfit,3
unfortunate,3
union,3
unique,3
unite,3
universal,3
universe,3
unlike,3
unrest,3
unwilling,3
upper,3
upward,3
urban,3
urge,3
urgent,3
vacant,3
vague,3
vain,3
valid,3
valley,3
valuable,3
variety,3
various,3
version,3
vertical,3
vest,3
via,3
vice,3
victim,3
videophone,3
vinegar,3
violate,3
violence,3
violent,3
virtue,3
virus,3
visa,3
visual,3
vital,3
vivid,3
volcano,3
voluntary,3
vote,3
voyage,3
wag,3
wage,3
waist,3
walnut,3
wander,3
ward,3
warehouse,3
warmth,3
wax,3
wealthy,3
wedding,3
weed,3
weep,3
welfare,3
wherever,3
whichever,3
whisper,3
whistle,3
widespread,3
willing,3
wipe,3
wisdom,3
withdraw,3
witness,3
worn,3
worried,3
worthwhile,3
worthy,3
wrestle,3
wrinkle,3
wrist,3
yawn,3
yell,3
youth,3
yummy,3
zip,3
zipper,3
zoom,3
grandparent,2
pacific,2
Rusia,2
socks,2
stairs,2
VCD,2
Wheel,2
anybody,2
upon,2
probably,2
travel,2
positive,2
serve,2
bother,2
from,2
border,2
specific,2
tour,2
furniture,2
donate,2
hurt,2
do,2
degree,2
towards,2
satisfy,2
actor,2
actress,2
AD,2
aeroplane,2
African,2
aggression,2
AIDS,2
aircraft,2
airspace,2
aluminium,2
analyze,2
announcement,2
apart,2
apartment,2
Arabic,2
armchair,2
arrangement,2
arrival,2
arrow,2
ash,2
astronaut,2
athlete,2
athletic,2
athletics,2
atom,2
attentively,2
attraction,2
Baby,2
backache,2
backward,2
bacon,2
badly,2
baggage,2
bake,2
ballpoint,2
bandage,2
bang,2
basin,2
bat,2
bathrobe,2
bathtub,2
battleground,2
bay,2
beam,2
bean,2
beancurd,2
beast,2
bedclothes,2
beehive,2
beer,2
beginning,2
behavious,2
Belgium,2
billion,2
birdcage,2
blouse,2
boating,2
bomb,2
bone,2
bookmark,2
bookshelf,2
bookshop,2
bookstore,2
boot,2
bowling,2
boxing,2
branch,2
Britain,2
British,2
broad,2
broom,2
brotherhood,2
Buddhist,2
burial,2
businessman,2
businesswoman,2
button,2
Canadian,2
carpet,2
cartoon,2
castle,2
cathedral,2
catholic,2
cattle,2
cave,2
celebration,2
cellar,2
centimetre,2
certainly,2
chairwoman,2
cheek,2
chemist,2
chick,2
chimney,2
chips,2
cigar,2
classical,2
cleaner,2
clearly,2
cloth,2
cock,2
cocoa,2
collection,2
colour,2
competitor,2
comrade,2
connection,2
conservation,2
consideration,2
constitution,2
container,2
convenience,2
coral,2
cordless,2
corn,2
counter,2
courtyard,2
cowboy,2
crop,2
crowded,2
cubic,2
curtain,2
cyclist,2
dam,2
darkness,2
data,2
daylight,2
deeply,2
deer,2
defense,2
description,2
determination,2
dine,2
director,2
disagreement,2
disappointment,2
disk,2
disobey,2
downward,2
Dr,2
drawing,2
drown,2
DVD,2
Dynamic,2
Dynasty,2
eagle,2
ease,2
Easter,2
educator,2
Egypt,2
Egyptian,2
empire,2
ending,2
exactly,2
existence,2
exploit,2
explorer,2
extremely,2
eyewitness,2
fairness,2
FALSE,2
feather,2
fibre,2
firefighter,2
fireplace,2
firewood,2
firework,2
firmly,2
fist,2
flaming,2
flour,2
fog,2
following,2
foolish,2
forgetful,2
founding,2
Frenchman,2
fried,2
fright,2
fur,2
gale,2
gardening,2
gas,2
German,2
Germany,2
glasshouse,2
globe,2
glue,2
golf,2
good,2
goodness,2
gown,2
gradually,2
graduation,2
gram,2
grandma,2
grandpa,2
grandparents,2
Greece,2
Greek,2
gruel,2
gy,2
ha,2
handkerchief,2
handtruck,2
happily,2
happiness,2
hardworking,2
harmless,2
hawk,2
hay,2
headmaster,2
headteacher,2
heavily,2
heroine,2
hi,2
hibernate,2
hibernation,2
highway,2
hillside,2
hilly,2
hive,2
hooray,2
hostess,2
housewife,2
hunter,2
hur,2
Iceland,2
immediate,2
incorrect,2
Indicate,2
inland,2
inn,2
internet,2
inventor,2
invitation,2
Ireland,2
Irish,2
irrigate,2
Italian,2
Italy,2
jar,2
jaw,2
jeep,2
jewel,2
judgement,2
juicy,2
keeper,2
kettle,2
kilogram,2
kilometre,2
kindness,2
kingdom,2
labourer,2
ladder,2
laser,2
lavatory,2
lawyer,2
leading,2
learned,2
leftover,2
lemon,2
liberate,2
lid,2
lifetime,2
lip,2
liquid,2
litre,2
living,2
locust,2
lorry,2
Lost,2
loudly,2
loudspeaker,2
lung,2
mailbox,2
male,2
mankind,2
married,2
mat,2
mathematics,2
media,2
memorize,2
mentally,2
merry,2
metre,2
Mexican,2
Mexico,2
microcomputer,2
midday,2
midnight,2
mild,2
millionaire,2
minibus,2
miniskirt,2
missile,2
mixture,2
mm,2
Mom,2
mommy,2
Moscow,2
Moslem,2
Mosquito,2
motherland,2
motor,2
motorbike,2
moustache,2
mouthful,2
movement,2
mud,2
mushroom,2
nail,2
neat,2
necklace,2
necktie,2
needle,2
nephew,2
nest,2
network,2
niece,2
noisily,2
noisy,2
northeast,2
northwards,2
northwest,2
novel,2
nowadays,2
nuclear,2
nursery,2
nursing,2
nut,2
nylon,2
oh,2
omelette,2
onto,2
opener,2
opening,2
operator,2
organiser,2
organization,2
Ottawa,2
ouch,2
owe,2
ownership,2
ox,2
packet,2
painter,2
painting,2
pan,2
patience,2
pea,2
peach,2
peasant,2
per,2
performance,2
performer,2
physicist,2
pianist,2
pill,2
pillow,2
pine,2
pineapple,2
pipe,2
platform,2
playmate,2
playroom,2
PM,2
poet,2
policeman,2
politics,2
port,2
postage,2
postbox,2
postcode,2
pot,2
powder,2
prairie,2
preference,2
printer,2
printing,2
probable,2
production,2
properly,2
protection,2
pub,2
publicly,2
punctuate,2
puzzled,2
quiz,2
rail,2
reading,2
reality,2
receiver,2
recognise,2
redirect,2
refreshments,2
refusal,2
regards,2
relationship,2
repairs,2
reporter,2
requirement,2
restrict,2
reuse,2
reviewer,2
rewrite,2
roller,2
roof,2
runner,2
running,2
sadness,2
sailing,2
sailor,2
salesgirl,2
salesman,2
saleswoman,2
salty,2
satellite,2
savage,2
scenery,2
scholar,2
scholarship,2
schoolmate,2
scores,2
Scotland,2
Scottish,2
Scratch,2
seaman,2
seashell,2
seaside,2
secondhand,2
seed,2
self,2
separately,2
separation,2
settlement,2
settler,2
sew,2
sex,2
shallow,2
Shanghai,2
sharpener,2
shave,2
sheet,2
shooting,2
shopkeeper,2
shopping,2
shore,2
sickness,2
sideway,2
sigh,2
sightseeing,2
signal,2
simplify,2
simply,2
skateboard,2
ski,2
skilled,2
skillfully,2
skyscraper,2
slave,2
slavery,2
sleeve,2
smelly,2
smoker,2
smoking,2
snack,2
snatch,2
snowball,2
snowman,2
softball,2
soil,2
southwest,2
souvenirs,2
spaceship,2
spaghetti,2
Spain,2
Spanish,2
sparrow,2
spelling,2
squid,2
squirrel,2
statesman,2
steak,2
stomachache,2
stopwatch,2
stove,2
straw,2
studio,2
subtraction,2
sunglasses,2
sunlight,2
sunrise,2
sunset,2
sunshine,2
superman,2
sweat,2
Swiss,2
Switzerland,2
tank,2
tanker,2
tap,2
teamwork,2
teapot,2
telegram,2
telegraph,2
temptation,2
textbook,2
thankful,2
thunder,2
Tibet,2
Tibetan,2
timetable,2
tire,2
title,2
tobacco,2
Tokyo,2
tomb,2
totally,2
tourism,2
tractor,2
trainer,2
translation,2
translator,2
traveler,2
troop,2
TRUE,2
truly,2
TV,2
typewriter,2
typist,2
tyre,2
UK,2
UN,2
understanding,2
undivided,2
undo,2
unfold,2
unfortunately,2
unknown,2
unmarried,2
unsafe,2
unsuccessful,2
untrue,2
user,2
usually,2
vanilla,2
vase,2
vast,2
veal,2
viewer,2
villager,2
violinist,2
waitress,2
walkman,2
warning,2
washroom,2
wayside,2
weakness,2
weatherman,2
web,2
weekly,2
westerner,2
westwards,2
wildlife,2
willingly,2
willingness,2
windbreaker,2
wire,2
within,2
woo,2
wooden,2
woollen,2
workday,2
workforce,2
workmate,2
workplace,2
works,2
worm,2
worthless,2
wounded,2
writing,2
zone,2
mystery,1
frustrate,1
bulb,1
alright,1
loving,1
southeast,1
conjunction,1
documentary,1
peel,1
con,1
charity,1
girlfriend,1
unfamiliar,1
Mr.,1
offend,1
chase,1
tragedy,1
Jew,1
fashion,1
anymore,1
pro,1
schoolwork,1
furry,1
center,1
teen,1
lifestyle,1
program,1
specifically,1
creative,1
alien,1
tennis,1
casually,1
opportunity,1
route,1
chip,1
spotlight,1
lookout,1
misleading,1
adverb,1
hum,1
thirteenth,1
chop,1
baseball,1
embarrassed,1
summer,1
instance,1
solution,1
turtle,1
trash,1
structure,1
outdoor,1
online,1
writer,1
Brazilian,1
mall,1
labor,1
cute,1
star,1
transportation,1
laboratory,1
elevator,1
lost,1
calculator,1
favorite,1
indoors,1
theater,1
terrorist,1
attendant,1
x-ray,1
yeah,1
resolution,1
July,1
lighting,1
unfriendly,1
fourteenth,1
thirtieth,1
rural,1
seventeenth,1
shell,1
silver,1
restroom,1
polar,1
honor,1
pronoun,1
talented,1
France,1
chore,1
semester,1
strategy,1
legend,1
professional,1
nineteenth,1
neighbor,1
mom,1
color,1
Mars,1
Yin,1
display,1
criticize,1
autograph,1
eleventh,1
keen,1
elementary,1
original,1
shiny,1
surf,1
an,1
mysterious,1
maths,1
adj.,1
popularity,1
escalator,1
spider,1
scary,1
complain,1
oak,1
costume,1
hallway,1
verb,1
is,1
meter,1
infinitive,1
establish,1
prediction,1
survey,1
homeless,1
elbow,1
zigzag,1
underwater,1
singular,1
eighteenth,1
pierce,1
calendar,1
slipper,1
subway,1
fifteenth,1
ocean,1
solve,1
desk,1
Yang,1
cola,1
specially,1
accessory,1
shampoo,1
yogurt,1
scared,1
overseas,1
feature,1
emotion,1
etiquette,1
impolite,1
reveal,1
negative,1
realistic,1
monster,1
tag,1
organize,1
disappointing,1
really,1
analyse,1
scratch,1
defence,1
psychology,1
approval,1
hopeless,1
e-mail,1
personalization,1
direction,1
Antarctic,1
recognize,1
aluminum,1
tear,1
attack,1
divorce,1
used to,1
disappointed,1
pale,1
unbelievable,1
upwards,1
pavement,1
professor,1
symptom,1
dynasty,1
bark,1
update,1
taxpayer,1
fireworks,1
non-stop,1
ray,1
grocery,1
official,1
hesitate,1
Catholic,1
chain stores,1
accurate,1
guarantee,1
outwards,1
occupy,1
souvenir,1
woolen,1
widow,1
passer-by,1
afterwards,1
shrink,1
indicate,1
pesticide,1
false,1
chain store,1
trolleybus,1
ambassadress,1
somehow,1
eastward,1
injury,1
dynamic,1
gradual,1
previous,1
seminar,1
practise,1
overhead,1
hard-working,1
intend,1
